date,IR,Oil,Coal,NG,USEU,S&P_clean,DAX,EUA,Market_size,Power,GDP,Date
10/7/2024,3.65,79.59,121.95,39.55,0.9105,896.68,"19,108.05",60.7,125649.0,75.99,4270369.891,2024-10-07
10/6/2024,3.65,77.52,121.95,40.98,0.9115,896.68,"19,120.93",62.05,1572347.0,75.99,4270369.891,2024-10-06
10/5/2024,3.65,78.08,121.95,40.98,0.9109,896.68,"19,120.93",62.05,1572347.0,75.99,4270369.891,2024-10-05
10/4/2024,3.65,78.08,121.95,40.98,0.9109,896.68,"19,120.93",62.05,1572347.0,75.99,4270369.891,2024-10-04
10/3/2024,3.65,77.9,117.55,39.912,0.9065,901.4,"19,015.41",62.76,1468584.0,75.99,4270369.891,2024-10-03
10/2/2024,3.65,74.67,116.0,38.617,0.9053,910.36,"19,164.75",62.6,2239828.0,75.99,4270369.891,2024-10-02
10/1/2024,3.65,74.46,117.9,39.273,0.9034,923.34,"19,213.14",63.61,3072999.1,75.99,4270369.891,2024-10-01
9/30/2024,3.65,71.7,118.75,39.044,0.8981,935.48,"19,324.93",65.56,1691448.0,75.99,4270369.891,2024-09-30
9/29/2024,3.65,71.54,114.81,38.114,0.8957,938.83,"19,473.63",66.33,1417472.0999999999,75.99,4270369.891,2024-09-29
9/28/2024,3.65,71.54,114.81,38.114,0.8957,938.83,"19,473.63",66.33,1417472.0999999999,75.99,4270369.891,2024-09-28
9/27/2024,3.65,71.54,114.81,38.114,0.8957,938.83,"19,473.63",66.33,1417472.0999999999,75.99,4270369.891,2024-09-27
9/26/2024,3.65,71.09,114.85,37.89,0.8947,930.01,"19,238.36",66.52,2068771.9999999998,75.99,4270369.891,2024-09-26
9/25/2024,3.65,72.9,114.95,37.319,0.8981,918.87,"18,918.50",65.24,2213593.1999999997,75.99,4270369.891,2024-09-25
9/24/2024,3.65,74.47,114.25,35.413,0.8944,925.48,"18,996.63",63.87,1964641.2,75.99,4270369.891,2024-09-24
9/23/2024,3.65,73.9,114.65,36.211,0.8998,922.31,"18,846.79",64.1,1742237.9999999998,75.99,4270369.891,2024-09-23
9/22/2024,3.65,74.49,113.9,34.444,0.8958,916.76,"18,720.01",63.39,1547349.9,75.99,4270369.891,2024-09-22
9/21/2024,3.65,74.49,113.9,34.444,0.8958,916.76,"18,720.01",63.39,1547349.9,75.99,4270369.891,2024-09-21
9/20/2024,3.65,74.49,113.9,34.444,0.8958,916.76,"18,720.01",63.39,1547349.9,75.99,4270369.891,2024-09-20
9/19/2024,3.65,74.88,113.75,33.083,0.8959,922.29,"19,002.38",62.82,3103308.0,75.99,4270369.891,2024-09-19
9/18/2024,3.65,73.65,114.0,35.245,0.8994,929.09,"18,711.49",63.7,1437709.0,75.99,4270369.891,2024-09-18
9/17/2024,4.25,73.7,114.15,35.547,0.8998,931.82,"18,726.08",64.34,2150886.2,75.99,4270369.891,2024-09-17
9/16/2024,4.25,72.75,112.8,34.081,0.8982,923.45,"18,633.11",64.99,1686490.4999999998,75.99,4270369.891,2024-09-16
9/15/2024,4.25,71.61,114.0,35.648,0.9028,919.19,"18,699.40",64.99,1686490.4999999998,75.99,4270369.891,2024-09-15
9/14/2024,4.25,71.61,114.0,35.648,0.9028,919.19,"18,699.40",64.99,1686490.4999999998,75.99,4270369.891,2024-09-14
9/13/2024,4.25,71.61,114.0,35.648,0.9028,919.19,"18,699.40",64.99,1686490.4999999998,75.99,4270369.891,2024-09-13
9/12/2024,4.25,71.97,113.15,35.191,0.9029,905.16,"18,518.39",65.45,1573418.0,75.99,4270369.891,2024-09-12
9/11/2024,4.25,70.61,113.9,36.142,0.9079,908.56,"18,330.27",66.4,2087616.0000000002,75.99,4270369.891,2024-09-11
9/10/2024,4.25,69.19,113.8,35.282,0.9074,883.84,"18,265.92",64.92,2238441.6,75.99,4270369.891,2024-09-10
9/9/2024,4.25,71.84,114.6,37.333,0.9062,882.54,"18,443.56",66.52,1629074.7999999998,75.99,4270369.891,2024-09-09
9/8/2024,4.25,71.06,114.65,36.479,0.902,891.61,"18,301.90",66.5,2220435.0,75.99,4270369.891,2024-09-08
9/7/2024,4.25,71.06,114.65,36.479,0.902,891.61,"18,301.90",66.5,2220435.0,75.99,4270369.891,2024-09-07
9/6/2024,4.25,71.06,114.65,36.479,0.902,891.61,"18,301.90",66.5,2220435.0,75.99,4270369.891,2024-09-06
9/5/2024,4.25,72.69,114.3,36.195,0.9,901.32,"18,576.50",66.2,2221672.0,75.99,4270369.891,2024-09-05
9/4/2024,4.25,72.7,114.65,35.798,0.9023,899.74,"18,591.85",67.0,1878680.0,75.99,4270369.891,2024-09-04
9/3/2024,4.25,73.75,116.05,37.193,0.9055,891.01,"18,747.11",68.16,2351520.0,75.99,4270369.891,2024-09-03
9/2/2024,4.25,77.52,121.68,38.58,0.9031,908.6,"18,930.85",70.43,1726943.6,75.99,4270369.891,2024-09-02
9/1/2024,4.25,78.8,121.68,39.823,0.9051,910.28,"18,906.92",70.3,1445368.0,75.99,4270369.891,2024-09-01
8/31/2024,4.25,78.8,121.68,39.823,0.9051,910.28,"18,906.92",70.3,1445368.0,75.99,4270369.891,2024-08-31
8/30/2024,4.25,78.8,121.68,39.823,0.9051,910.28,"18,906.92",70.3,1445368.0,75.99,4270369.891,2024-08-30
8/29/2024,4.25,79.94,121.4,38.601,0.9027,906.02,"18,912.57",71.06,1469520.8,75.99,4270369.891,2024-08-29
8/28/2024,4.25,78.65,121.4,38.52,0.8992,912.33,"18,782.29",70.77,1604355.9,75.99,4270369.891,2024-08-28
8/27/2024,4.25,79.55,121.0,38.689,0.8941,915.7,"18,681.81",71.49,1488421.7999999998,75.99,4270369.891,2024-08-27
8/26/2024,4.25,81.43,121.15,37.656,0.8959,918.8,"18,617.02",70.49,1213837.7999999998,75.99,4270369.891,2024-08-26
8/25/2024,4.25,79.02,121.15,36.863,0.8934,918.82,"18,633.10",71.13,1185025.7999999998,75.99,4270369.891,2024-08-25
8/24/2024,4.25,79.02,121.15,36.863,0.8934,918.82,"18,633.10",71.13,1185025.7999999998,75.99,4270369.891,2024-08-24
8/23/2024,4.25,79.02,121.15,36.863,0.8934,918.82,"18,633.10",71.13,1185025.7999999998,75.99,4270369.891,2024-08-23
8/22/2024,4.25,77.22,120.85,36.587,0.8998,897.71,"18,493.39",71.57,1581696.9999999998,75.99,4270369.891,2024-08-22
8/21/2024,4.25,76.05,120.25,37.01,0.8968,906.34,"18,448.95",72.14,1446407.0,75.99,4270369.891,2024-08-21
8/20/2024,4.25,77.2,121.5,37.957,0.8984,905.74,"18,357.52",73.07,2192100.0,75.99,4270369.891,2024-08-20
8/19/2024,4.25,77.66,122.4,39.845,0.902,916.19,"18,421.69",73.14,1488399.0,75.99,4270369.891,2024-08-19
8/18/2024,4.25,79.68,122.4,39.644,0.9067,901.52,"18,322.40",72.52,1063143.2,75.99,4270369.891,2024-08-18
8/17/2024,4.25,79.68,122.4,39.644,0.9067,901.52,"18,322.40",72.52,1063143.2,75.99,4270369.891,2024-08-17
8/16/2024,4.25,79.68,122.4,39.644,0.9067,901.52,"18,322.40",72.52,1063143.2,75.99,4270369.891,2024-08-16
8/15/2024,4.25,81.04,122.5,39.601,0.9113,901.96,"18,183.24",72.11,1621753.9,75.99,4270369.891,2024-08-15
8/14/2024,4.25,79.76,121.9,38.967,0.908,899.38,"17,885.60",71.87,1131952.5,75.99,4270369.891,2024-08-14
8/13/2024,4.25,80.69,120.75,39.48,0.9096,898.67,"17,812.05",71.29,1837856.2000000002,75.99,4270369.891,2024-08-13
8/12/2024,4.25,82.3,122.9,39.658,0.9147,883.49,"17,726.47",72.65,2852239.0,75.99,4270369.891,2024-08-12
8/11/2024,4.25,79.66,122.0,40.396,0.916,883.68,"17,722.88",70.14,1424543.4,75.99,4270369.891,2024-08-11
8/10/2024,4.25,79.66,122.0,40.396,0.916,883.68,"17,722.88",70.14,1424543.4,75.99,4270369.891,2024-08-10
8/9/2024,4.25,79.66,122.0,40.396,0.916,883.68,"17,722.88",70.14,1424543.4,75.99,4270369.891,2024-08-09
8/8/2024,4.25,79.16,121.5,40.095,0.9158,884.18,"17,680.40",71.06,1801371.0,75.99,4270369.891,2024-08-08
8/7/2024,4.25,78.33,121.15,38.451,0.9155,878.11,"17,615.15",70.57,1658394.9999999998,75.99,4270369.891,2024-08-07
8/6/2024,4.25,76.48,120.85,36.676,0.9147,866.74,"17,354.32",69.92,1262056.0,75.99,4270369.891,2024-08-06
8/5/2024,4.25,76.3,119.55,35.498,0.9128,862.23,"17,339.00",68.86,1587223.0,75.99,4270369.891,2024-08-05
8/4/2024,4.25,76.81,121.4,36.649,0.9164,889.33,"17,661.22",70.44,1637025.5999999999,75.99,4270369.891,2024-08-04
8/3/2024,4.25,76.81,121.4,36.649,0.9164,889.33,"17,661.22",70.44,1637025.5999999999,75.99,4270369.891,2024-08-03
8/2/2024,4.25,76.81,121.4,36.649,0.9164,889.33,"17,661.22",70.44,1637025.5999999999,75.99,4270369.891,2024-08-02
8/1/2024,4.25,79.52,120.6,36.969,0.9266,895.39,"18,083.05",71.17,2076740.6,75.99,4270369.891,2024-08-01
7/31/2024,4.25,80.72,116.65,35.868,0.9237,900.34,"18,508.65",69.24,1411111.2,75.99,4270369.891,2024-07-31
7/30/2024,4.25,78.63,116.4,34.361,0.9246,887.5,"18,411.18",68.58,1416862.8,75.99,4270369.891,2024-07-30
7/29/2024,4.25,79.78,115.45,33.873,0.924,893.06,"18,320.67",68.78,1105982.4,75.99,4270369.891,2024-07-29
7/28/2024,4.25,81.13,106.37,32.475,0.9208,899.11,"18,417.55",67.71,858562.7999999999,75.99,4270369.891,2024-07-28
7/27/2024,4.25,81.13,106.37,32.475,0.9208,899.11,"18,417.55",67.71,858562.7999999999,75.99,4270369.891,2024-07-27
7/26/2024,4.25,81.13,106.37,32.475,0.9208,899.11,"18,417.55",67.71,858562.7999999999,75.99,4270369.891,2024-07-26
7/25/2024,4.25,82.37,106.25,31.779,0.9218,890.12,"18,298.72",67.08,1418742.0,75.99,4270369.891,2024-07-25
7/24/2024,4.25,81.71,106.15,32.621,0.9223,890.31,"18,387.46",68.9,1807247.0000000002,75.99,4270369.891,2024-07-24
7/23/2024,4.25,81.01,105.25,31.622,0.9212,878.09,"18,557.70",65.79,1261194.3,75.99,4270369.891,2024-07-23
7/22/2024,4.25,82.4,105.0,31.839,0.9179,881.21,"18,407.07",64.79,1648257.6,75.99,4270369.891,2024-07-22
7/21/2024,4.25,82.63,105.15,32.17,0.919,877.24,"18,171.93",66.0,1020360.0,75.99,4270369.891,2024-07-21
7/20/2024,4.25,82.63,105.15,32.17,0.919,877.24,"18,171.93",66.0,1020360.0,75.99,4270369.891,2024-07-20
7/19/2024,4.25,82.63,105.15,32.17,0.919,877.24,"18,171.93",66.0,1020360.0,75.99,4270369.891,2024-07-19
7/18/2024,4.25,85.11,105.15,32.674,0.9178,882.56,"18,354.76",66.11,1185352.3,75.99,4270369.891,2024-07-18
7/17/2024,4.25,85.08,104.4,31.893,0.914,883.18,"18,437.30",66.42,1306481.4000000001,75.99,4270369.891,2024-07-17
7/16/2024,4.25,83.73,106.5,32.797,0.9173,894.48,"18,518.03",67.94,1244660.8,75.99,4270369.891,2024-07-16
7/15/2024,4.25,84.85,106.1,31.371,0.9179,887.32,"18,590.89",67.58,1490139.0,75.99,4270369.891,2024-07-15
7/14/2024,4.25,85.03,103.75,31.719,0.9167,918.28,"18,748.18",69.35,1261476.5,75.99,4270369.891,2024-07-14
7/13/2024,4.25,85.03,103.75,31.719,0.9167,918.28,"18,748.18",69.35,1261476.5,75.99,4270369.891,2024-07-13
7/12/2024,4.25,85.03,103.75,31.719,0.9167,918.28,"18,748.18",69.35,1261476.5,75.99,4270369.891,2024-07-12
7/11/2024,4.25,85.4,102.15,31.112,0.92,906.92,"18,534.56",68.52,1129209.5999999999,75.99,4270369.891,2024-07-11
7/10/2024,4.25,85.08,101.5,30.784,0.9233,883.01,"18,407.22",67.96,1074447.5999999999,75.99,4270369.891,2024-07-10
7/9/2024,4.25,84.66,102.85,31.335,0.9246,874.1,"18,236.19",68.52,1145654.4,75.99,4270369.891,2024-07-09
7/8/2024,4.25,85.75,104.5,32.286,0.9237,874.23,"18,472.05",69.04,1727380.8,75.99,4270369.891,2024-07-08
7/7/2024,4.25,86.54,104.45,33.067,0.9225,869.45,"18,475.45",70.35,888520.4999999999,75.99,4270369.891,2024-07-07
7/6/2024,4.25,86.54,104.45,33.067,0.9225,869.45,"18,475.45",70.35,888520.4999999999,75.99,4270369.891,2024-07-06
7/5/2024,4.25,86.54,104.45,33.067,0.9225,869.45,"18,475.45",70.35,888520.4999999999,75.99,4270369.891,2024-07-05
7/4/2024,4.25,87.43,103.6,33.246,0.9249,871.26,"18,450.48",70.18,1341139.8,75.99,4270369.891,2024-07-04
7/3/2024,4.25,87.34,103.6,32.691,0.927,868.29,"18,374.53",70.91,1777713.7,75.99,4270369.891,2024-07-03
7/2/2024,4.25,86.24,103.25,33.685,0.9305,847.6,"18,164.06",70.93,1916528.6,75.99,4270369.891,2024-07-02
7/1/2024,4.25,86.6,103.7,33.485,0.9309,853.86,"18,290.66",68.33,1346784.3,75.99,4270369.891,2024-07-01
6/30/2024,4.25,86.41,109.66,34.48,0.9331,856.86,"18,235.45",67.36,1485961.6,71.76,4270369.891,2024-06-30
6/29/2024,4.25,86.41,109.66,34.48,0.9331,856.86,"18,235.45",67.36,1485961.6,71.76,4270369.891,2024-06-29
6/28/2024,4.25,86.41,109.66,34.48,0.9331,856.86,"18,235.45",67.36,1485961.6,71.76,4270369.891,2024-06-28
6/27/2024,4.25,86.39,108.5,34.565,0.9341,879.15,"18,210.55",66.49,1296555.0,71.76,4270369.891,2024-06-27
6/26/2024,4.25,85.25,108.65,33.824,0.9362,877.84,"18,155.24",67.23,1534860.9000000001,71.76,4270369.891,2024-06-26
6/25/2024,4.25,85.01,108.9,34.853,0.9332,885.66,"18,177.62",67.8,1393968.0,71.76,4270369.891,2024-06-25
6/24/2024,4.25,86.01,109.0,34.08,0.9316,899.85,"18,325.58",67.56,1741696.8,71.76,4270369.891,2024-06-24
6/23/2024,4.25,85.24,109.4,33.936,0.935,893.14,"18,163.52",68.05,1283423.0,71.76,4270369.891,2024-06-23
6/22/2024,4.25,85.24,109.4,33.936,0.935,893.14,"18,163.52",68.05,1283423.0,71.76,4270369.891,2024-06-22
6/21/2024,4.25,85.24,109.4,33.936,0.935,893.14,"18,163.52",68.05,1283423.0,71.76,4270369.891,2024-06-21
6/20/2024,4.25,85.71,110.65,34.464,0.9342,895.73,"18,254.18",69.19,1459217.0999999999,71.76,4270369.891,2024-06-20
6/19/2024,4.25,85.07,109.15,35.338,0.9305,903.58,"18,067.91",70.74,1474221.5999999999,71.76,4270369.891,2024-06-19
6/18/2024,4.25,85.33,109.15,34.7,0.9309,906.13,"18,131.97",68.38,1712919.0,71.76,4270369.891,2024-06-18
6/17/2024,4.25,84.25,109.0,34.21,0.9315,904.54,"18,068.21",68.16,1551321.5999999999,71.76,4270369.891,2024-06-17
6/16/2024,4.25,82.08,109.8,35.36,0.9342,921.51,"18,002.02",68.53,2238875.1,71.76,4270369.891,2024-06-16
6/15/2024,4.25,82.08,109.8,35.36,0.9342,921.51,"18,002.02",68.53,2238875.1,71.76,4270369.891,2024-06-15
6/14/2024,4.25,82.08,109.8,35.36,0.9342,921.51,"18,002.02",68.53,2238875.1,71.76,4270369.891,2024-06-14
6/13/2024,4.25,82.3,110.3,35.724,0.9312,941.38,"18,265.68",70.87,1340860.4000000001,71.76,4270369.891,2024-06-13
6/12/2024,4.25,82.15,109.65,35.294,0.925,955.46,"18,630.86",70.3,1435526.0,71.76,4270369.891,2024-06-12
6/11/2024,4.5,81.54,108.8,34.285,0.931,942.95,"18,369.94",70.41,1608868.5,71.76,4270369.891,2024-06-11
6/10/2024,4.5,81.23,109.55,34.258,0.9288,937.12,"18,494.89",70.91,1937261.2,71.76,4270369.891,2024-06-10
6/9/2024,4.5,79.34,108.65,33.109,0.9256,929.79,"18,557.27",71.42,1049874.0,71.76,4270369.891,2024-06-09
6/8/2024,4.5,79.34,108.65,33.109,0.9256,929.79,"18,557.27",71.42,1049874.0,71.76,4270369.891,2024-06-08
6/7/2024,4.5,79.34,108.65,33.109,0.9256,929.79,"18,557.27",71.42,1049874.0,71.76,4270369.891,2024-06-07
6/6/2024,4.5,79.5,109.65,33.686,0.9181,947.61,"18,652.67",71.53,1376952.5,71.76,4270369.891,2024-06-06
6/5/2024,4.5,78.04,111.4,33.355,0.9199,953.6,"18,575.94",72.0,1804320.0,71.76,4270369.891,2024-06-05
6/4/2024,4.5,77.27,116.5,33.797,0.9189,947.7,"18,405.64",72.58,2158529.1999999997,71.76,4270369.891,2024-06-04
6/3/2024,4.5,78.22,118.95,36.014,0.9169,957.57,"18,608.16",74.63,2202331.3,71.76,4270369.891,2024-06-03
6/2/2024,4.5,81.62,106.04,34.223,0.9221,950.79,"18,497.94",74.07,1408070.7,71.76,4270369.891,2024-06-02
6/1/2024,4.5,81.62,106.04,34.223,0.9221,950.79,"18,497.94",74.07,1408070.7,71.76,4270369.891,2024-06-01
5/31/2024,4.5,81.62,106.04,34.223,0.9221,950.79,"18,497.94",74.07,1408070.7,71.76,4270369.891,2024-05-31
5/30/2024,4.5,81.86,105.5,35.192,0.923,952.41,"18,496.79",75.2,1446096.0,71.76,4270369.891,2024-05-30
5/29/2024,4.5,83.6,105.5,33.879,0.9256,942.82,"18,473.29",73.95,1574395.5,71.76,4270369.891,2024-05-29
5/28/2024,4.5,84.22,105.5,33.534,0.9209,960.97,"18,677.87",74.6,1518110.0,71.76,4270369.891,2024-05-28
5/27/2024,4.5,83.1,105.4,35.243,0.9209,956.74,"18,774.71",76.51,893636.8,71.76,4270369.891,2024-05-27
5/26/2024,4.5,82.12,105.4,34.115,0.9217,947.17,"18,693.37",75.78,1584559.8,71.76,4270369.891,2024-05-26
5/25/2024,4.5,82.12,105.4,34.115,0.9217,947.17,"18,693.37",75.78,1584559.8,71.76,4270369.891,2024-05-25
5/24/2024,4.5,82.12,105.4,34.115,0.9217,947.17,"18,693.37",75.78,1584559.8,71.76,4270369.891,2024-05-24
5/23/2024,4.5,81.36,105.65,35.228,0.9246,928.6,"18,691.32",76.1,2164284.0,71.76,4270369.891,2024-05-23
5/22/2024,4.5,81.9,105.25,34.389,0.9238,939.22,"18,680.20",76.67,2004153.8,71.76,4270369.891,2024-05-22
5/21/2024,4.5,82.88,106.5,33.004,0.9212,908.53,"18,726.76",76.2,2101596.0,71.76,4270369.891,2024-05-21
5/20/2024,4.5,83.71,106.25,31.768,0.9209,900.54,"18,768.96",74.24,2138112.0,71.76,4270369.891,2024-05-20
5/19/2024,4.5,83.98,105.0,30.769,0.9196,901.75,"18,704.42",70.52,1368088.0,71.76,4270369.891,2024-05-19
5/18/2024,4.5,83.98,105.0,30.769,0.9196,901.75,"18,704.42",70.52,1368088.0,71.76,4270369.891,2024-05-18
5/17/2024,4.5,83.98,105.0,30.769,0.9196,901.75,"18,704.42",70.52,1368088.0,71.76,4270369.891,2024-05-17
5/16/2024,4.5,83.27,106.4,30.248,0.92,908.34,"18,738.81",70.79,1375449.7000000002,71.76,4270369.891,2024-05-16
5/15/2024,4.5,82.75,105.5,29.734,0.9186,906.5,"18,869.36",69.19,1529790.9,71.76,4270369.891,2024-05-15
5/14/2024,4.5,82.38,105.25,29.669,0.924,896.45,"18,716.42",70.1,1080241.0,71.76,4270369.891,2024-05-14
5/13/2024,4.5,83.36,105.75,29.578,0.9267,884.15,"18,742.22",70.07,1750348.5999999999,71.76,4270369.891,2024-05-13
5/12/2024,4.5,82.79,106.9,30.029,0.9282,882.29,"18,772.85",71.59,1589298.0,71.76,4270369.891,2024-05-12
5/11/2024,4.5,82.79,106.9,30.029,0.9282,882.29,"18,772.85",71.59,1589298.0,71.76,4270369.891,2024-05-11
5/10/2024,4.5,82.79,106.9,30.029,0.9282,882.29,"18,772.85",71.59,1589298.0,71.76,4270369.891,2024-05-10
5/9/2024,4.5,83.88,107.25,30.865,0.9274,884.76,"18,686.60",73.62,1077796.8,71.76,4270369.891,2024-05-09
5/8/2024,4.5,83.58,106.3,30.609,0.9302,882.67,"18,498.38",71.92,1575048.0,71.76,4270369.891,2024-05-08
5/7/2024,4.5,83.16,108.75,31.067,0.9296,889.57,"18,430.05",70.85,2207686.0,71.76,4270369.891,2024-05-07
5/6/2024,4.5,83.33,107.0,31.801,0.9285,884.05,"18,175.21",73.67,1344477.5,71.76,4270369.891,2024-05-06
5/5/2024,4.5,82.96,107.0,30.528,0.9292,882.46,"17,993.69",71.84,1864966.4000000001,71.76,4270369.891,2024-05-05
5/4/2024,4.5,82.96,107.0,30.528,0.9292,882.46,"17,993.69",71.84,1864966.4000000001,71.76,4270369.891,2024-05-04
5/3/2024,4.5,82.96,107.0,30.528,0.9292,882.46,"17,993.69",71.84,1864966.4000000001,71.76,4270369.891,2024-05-03
5/2/2024,4.5,83.67,107.75,30.913,0.9321,858.91,"17,896.50",72.69,2780392.5,71.76,4270369.891,2024-05-02
5/1/2024,4.5,83.44,105.5,28.73,0.9334,845.69,"17,932.17",67.91,832576.6,71.76,4270369.891,2024-05-01
4/30/2024,4.5,87.86,103.15,29.118,0.9374,847.38,"17,932.17",69.2,1815808.0,71.76,4270369.891,2024-04-30
4/29/2024,4.5,88.4,101.35,27.994,0.9326,857.29,"18,118.32",65.8,1212036.0,71.76,4270369.891,2024-04-29
4/28/2024,4.5,89.5,118.78,28.886,0.9349,844.55,"18,161.01",67.51,1271888.4000000001,71.76,4270369.891,2024-04-28
4/27/2024,4.5,89.5,118.78,28.886,0.9349,844.55,"18,161.01",67.51,1271888.4000000001,71.76,4270369.891,2024-04-27
4/26/2024,4.5,89.5,118.78,28.886,0.9349,844.55,"18,161.01",67.51,1271888.4000000001,71.76,4270369.891,2024-04-26
4/25/2024,4.5,89.01,118.65,29.771,0.932,834.22,"17,917.28",68.41,1853226.9,71.76,4270369.891,2024-04-25
4/24/2024,4.5,88.02,118.35,29.018,0.9345,840.56,"18,088.70",66.85,1519500.4999999998,71.76,4270369.891,2024-04-24
4/23/2024,4.5,88.42,119.0,28.417,0.9343,847.85,"18,137.65",66.38,1518774.4,71.76,4270369.891,2024-04-23
4/22/2024,4.5,87.0,119.15,29.31,0.9384,838.7,"17,860.80",66.4,1704488.0000000002,71.76,4270369.891,2024-04-22
4/21/2024,4.5,87.29,119.9,30.758,0.9384,832.52,"17,737.36",68.52,1945968.0,71.76,4270369.891,2024-04-21
4/20/2024,4.5,87.29,119.9,30.758,0.9384,832.52,"17,737.36",68.52,1945968.0,71.76,4270369.891,2024-04-20
4/19/2024,4.5,87.29,119.9,30.758,0.9384,832.52,"17,737.36",68.52,1945968.0,71.76,4270369.891,2024-04-19
4/18/2024,4.5,87.11,120.4,32.309,0.9394,839.33,"17,837.40",71.55,2241661.5,71.76,4270369.891,2024-04-18
4/17/2024,4.5,87.29,120.15,31.289,0.9368,841.01,"17,770.02",70.33,2664100.4,71.76,4270369.891,2024-04-17
4/16/2024,4.5,90.02,121.65,33.139,0.9415,837.02,"17,766.23",74.25,2719777.5,71.76,4270369.891,2024-04-16
4/15/2024,4.5,90.1,120.7,31.143,0.9411,850.46,"18,026.58",70.16,2071123.2,71.76,4270369.891,2024-04-15
4/14/2024,4.5,90.45,122.0,30.732,0.9393,870.15,"17,930.32",71.64,3316215.6,71.76,4270369.891,2024-04-14
4/13/2024,4.5,90.45,122.0,30.732,0.9393,870.15,"17,930.32",71.64,3316215.6,71.76,4270369.891,2024-04-13
4/12/2024,4.5,90.45,122.0,30.732,0.9393,870.15,"17,930.32",71.64,3316215.6,71.76,4270369.891,2024-04-12
4/11/2024,4.5,89.74,120.75,29.377,0.9321,885.68,"17,954.48",68.83,3294203.8,71.76,4270369.891,2024-04-11
4/10/2024,4.5,90.48,118.25,27.1,0.9308,886.49,"18,097.30",62.85,1605817.5,71.76,4270369.891,2024-04-10
4/9/2024,4.5,89.42,117.9,27.351,0.9209,901.91,"18,076.69",63.96,1780646.4000000001,71.76,4270369.891,2024-04-09
4/8/2024,4.5,90.38,118.0,27.908,0.9207,882.74,"18,318.97",63.39,2029113.8999999997,71.76,4270369.891,2024-04-08
4/7/2024,4.5,91.17,117.95,26.606,0.9226,873.91,"18,175.04",61.01,1547823.7,71.76,4270369.891,2024-04-07
4/6/2024,4.5,91.17,117.95,26.606,0.9226,873.91,"18,175.04",61.01,1547823.7,71.76,4270369.891,2024-04-06
4/5/2024,4.5,91.17,117.95,26.606,0.9226,873.91,"18,175.04",61.01,1547823.7,71.76,4270369.891,2024-04-05
4/4/2024,4.5,90.65,116.25,26.206,0.9226,888.05,"18,403.13",58.39,1299761.4,71.76,4270369.891,2024-04-04
4/3/2024,4.5,89.35,118.9,25.563,0.9228,882.04,"18,367.72",57.55,1331707.0,71.76,4270369.891,2024-04-03
4/2/2024,4.5,88.92,121.65,26.203,0.9284,877.48,"18,283.13",58.9,1627996.0,71.76,4270369.891,2024-04-02
4/1/2024,4.5,87.42,119.75,27.34,0.9308,891.88,"18,492.49",62.61,1396829.1,71.76,4270369.891,2024-04-01
3/31/2024,4.5,87.48,114.44,27.34,0.9264,892.99,"18,492.49",62.61,1396829.1,67.67,4257597.1,2024-03-31
3/30/2024,4.5,87.48,114.44,27.34,0.9264,892.99,"18,492.49",62.61,1396829.1,67.67,4257597.1,2024-03-30
3/29/2024,4.5,87.48,114.44,27.34,0.9264,892.99,"18,492.49",62.61,1396829.1,67.67,4257597.1,2024-03-29
3/28/2024,4.5,87.48,114.44,27.34,0.9267,892.72,"18,492.49",62.61,1396829.1,67.67,4257597.1,2024-03-28
3/27/2024,4.5,86.09,114.05,27.687,0.9234,890.41,"18,477.09",62.61,1396829.1,67.67,4257597.1,2024-03-27
3/26/2024,4.5,86.25,113.9,27.132,0.923,865.11,"18,384.35",63.0,2135070.0,67.67,4257597.1,2024-03-26
3/25/2024,4.5,86.75,113.75,28.489,0.9226,870.65,"18,261.31",64.84,2185756.4,67.67,4257597.1,2024-03-25
3/24/2024,4.5,85.43,113.0,27.36,0.9252,877.25,"18,205.94",61.5,1499370.0,67.67,4257597.1,2024-03-24
3/23/2024,4.5,85.43,113.0,27.36,0.9252,877.25,"18,205.94",61.5,1499370.0,67.67,4257597.1,2024-03-23
3/22/2024,4.5,85.43,113.0,27.36,0.9252,877.25,"18,205.94",61.5,1499370.0,67.67,4257597.1,2024-03-22
3/21/2024,4.5,85.78,112.4,26.675,0.9207,878.38,"18,179.25",59.37,1361354.0999999999,67.67,4257597.1,2024-03-21
3/20/2024,4.5,85.95,112.25,27.742,0.9156,869.75,"18,015.13",60.01,1301016.8,67.67,4257597.1,2024-03-20
3/19/2024,4.5,87.38,112.65,28.866,0.9202,856.65,"17,987.49",61.31,1646786.6,67.67,4257597.1,2024-03-19
3/18/2024,4.5,86.89,112.4,28.822,0.9195,863.58,"17,932.68",61.42,2063097.8,67.67,4257597.1,2024-03-18
3/17/2024,4.5,85.34,112.35,27.026,0.9182,859.39,"17,936.65",59.38,1606822.8,67.67,4257597.1,2024-03-17
3/16/2024,4.5,85.34,112.35,27.026,0.9182,859.39,"17,936.65",59.38,1606822.8,67.67,4257597.1,2024-03-16
3/15/2024,4.5,85.34,112.35,27.026,0.9182,859.39,"17,936.65",59.38,1606822.8,67.67,4257597.1,2024-03-15
3/14/2024,4.5,85.42,111.15,26.049,0.9187,865.99,"17,942.04",58.8,1784580.0,67.67,4257597.1,2024-03-14
3/13/2024,4.5,84.03,109.5,24.903,0.9133,877.62,"17,961.38",55.87,1307358.0,67.67,4257597.1,2024-03-13
