date,IR,Oil,Coal,NG,USEU,S&P_clean,DAX,EUA,Market_size,Power,GDP,Date
5/15/2021,0.0,68.71,85.45,26.83,0.8235,"1,362.40","15,416.64",57.23,326783.3,60.27,3614207.6,2021-05-15
5/14/2021,0.0,68.71,85.45,26.83,0.8235,"1,362.40","15,416.64",57.23,326783.3,60.27,3614207.6,2021-05-14
5/13/2021,0.0,67.05,85.8,26.251,0.8277,"1,322.57","15,199.68",55.04,236121.6,60.27,3614207.6,2021-05-13
5/12/2021,0.0,69.32,85.85,26.42,0.8282,"1,324.22","15,150.22",55.85,423901.5,60.27,3614207.6,2021-05-12
5/11/2021,0.0,68.55,84.7,25.803,0.823,"1,357.83","15,119.75",53.55,225981.0,60.27,3614207.6,2021-05-11
5/10/2021,0.0,68.32,83.85,25.192,0.8243,"1,366.34","15,400.41",52.72,165540.8,60.27,3614207.6,2021-05-10
5/9/2021,0.0,68.28,82.4,23.941,0.822,"1,400.21","15,399.65",50.93,151262.1,60.27,3614207.6,2021-05-09
5/8/2021,0.0,68.28,82.4,23.941,0.822,"1,400.21","15,399.65",50.93,151262.1,60.27,3614207.6,2021-05-08
5/7/2021,0.0,68.28,82.4,23.941,0.822,"1,400.21","15,399.65",50.93,151262.1,60.27,3614207.6,2021-05-07
5/6/2021,0.0,68.09,81.7,24.33,0.8286,"1,374.42","15,196.74",50.41,188533.4,60.27,3614207.6,2021-05-06
5/5/2021,0.0,68.96,79.95,23.962,0.8328,"1,398.08","15,170.78",49.91,475642.3,60.27,3614207.6,2021-05-05
5/4/2021,0.0,68.88,78.55,23.048,0.8322,"1,394.17","14,856.48",49.06,164351.0,60.27,3614207.6,2021-05-04
5/3/2021,0.0,67.56,77.6,23.813,0.8288,"1,458.75","15,236.47",49.9,34930.0,60.27,3614207.6,2021-05-03
5/2/2021,0.0,67.25,71.75,23.285,0.8318,"1,475.01","15,135.91",49.31,379687.0,60.27,3614207.6,2021-05-02
5/1/2021,0.0,67.25,71.75,23.285,0.8318,"1,475.01","15,135.91",49.31,379687.0,60.27,3614207.6,2021-05-01
4/30/2021,0.0,67.25,71.75,23.285,0.8318,"1,475.01","15,135.91",49.31,379687.0,60.27,3614207.6,2021-04-30
4/29/2021,0.0,68.56,71.9,22.501,0.8249,"1,499.83","15,154.20",48.51,143589.6,60.27,3614207.6,2021-04-29
4/28/2021,0.0,67.27,71.7,21.554,0.8246,"1,525.72","15,292.18",48.28,347133.2,60.27,3614207.6,2021-04-28
4/27/2021,0.0,66.42,71.75,21.403,0.8269,"1,555.37","15,249.27",47.78,64980.8,60.27,3614207.6,2021-04-27
4/26/2021,0.0,65.65,71.65,20.001,0.8276,"1,562.07","15,296.34",47.67,80085.6,60.27,3614207.6,2021-04-26
4/25/2021,0.0,66.11,71.5,20.046,0.8264,"1,549.24","15,279.62",47.38,121292.8,60.27,3614207.6,2021-04-25
4/24/2021,0.0,66.11,71.5,20.046,0.8264,"1,549.24","15,279.62",47.38,121292.8,60.27,3614207.6,2021-04-24
4/23/2021,0.0,66.11,71.5,20.046,0.8264,"1,549.24","15,279.62",47.38,121292.8,60.27,3614207.6,2021-04-23
4/22/2021,0.0,65.4,71.65,21.368,0.8322,"1,528.08","15,320.52",47.51,96445.29999999999,60.27,3614207.6,2021-04-22
4/21/2021,0.0,65.32,71.6,21.109,0.8308,"1,484.66","15,195.97",46.32,111168.0,60.27,3614207.6,2021-04-21
4/20/2021,0.0,66.57,71.35,21.066,0.8308,"1,467.67","15,129.51",45.29,58877.0,60.27,3614207.6,2021-04-20
4/19/2021,0.0,67.05,71.5,20.941,0.8308,"1,477.12","15,368.39",44.74,114087.0,60.27,3614207.6,2021-04-19
4/18/2021,0.0,66.77,71.7,20.538,0.8342,"1,509.91","15,459.75",44.8,105728.0,60.27,3614207.6,2021-04-18
4/17/2021,0.0,66.77,71.7,20.538,0.8342,"1,509.91","15,459.75",44.8,105728.0,60.27,3614207.6,2021-04-17
4/16/2021,0.0,66.77,71.7,20.538,0.8342,"1,509.91","15,459.75",44.8,105728.0,60.27,3614207.6,2021-04-16
4/15/2021,0.0,66.94,71.6,20.26,0.8355,"1,472.34","15,255.33",44.55,66825.0,60.27,3614207.6,2021-04-15
4/14/2021,0.0,66.58,69.3,19.682,0.8346,"1,492.75","15,209.15",44.2,103870.0,60.27,3614207.6,2021-04-14
4/13/2021,0.0,63.67,69.0,19.512,0.8368,"1,486.54","15,234.36",44.24,102194.40000000001,60.27,3614207.6,2021-04-13
4/12/2021,0.0,63.28,68.45,19.65,0.8394,"1,462.80","15,215.00",44.86,159253.0,60.27,3614207.6,2021-04-12
4/11/2021,0.0,62.95,67.55,18.938,0.84,"1,488.18","15,234.16",44.03,62962.9,60.27,3614207.6,2021-04-11
4/10/2021,0.0,62.95,67.55,18.938,0.84,"1,488.18","15,234.16",44.03,62962.9,60.27,3614207.6,2021-04-10
4/9/2021,0.0,62.95,67.55,18.938,0.84,"1,488.18","15,234.16",44.03,62962.9,60.27,3614207.6,2021-04-09
4/8/2021,0.0,63.2,67.05,18.991,0.8393,"1,488.27","15,202.68",43.85,73229.5,60.27,3614207.6,2021-04-08
4/7/2021,0.0,63.16,68.8,19.287,0.8422,"1,478.16","15,176.36",44.23,59268.2,60.27,3614207.6,2021-04-07
4/6/2021,0.0,62.74,70.4,19.781,0.8419,"1,516.13","15,212.68",44.6,94106.0,60.27,3614207.6,2021-04-06
4/5/2021,0.0,62.15,70.25,19.172,0.8464,"1,507.87","15,107.17",42.81,43238.100000000006,60.27,3614207.6,2021-04-05
4/4/2021,0.0,64.86,70.25,19.172,0.8499,"1,544.81","15,107.17",42.81,43238.100000000006,60.27,3614207.6,2021-04-04
4/3/2021,0.0,64.86,70.25,19.172,0.8499,"1,544.81","15,107.17",42.81,43238.100000000006,60.27,3614207.6,2021-04-03
4/2/2021,0.0,64.86,70.25,19.172,0.8499,"1,544.81","15,107.17",42.81,43238.100000000006,60.27,3614207.6,2021-04-02
4/1/2021,0.0,64.86,70.25,19.172,0.849,"1,545.43","15,107.17",42.81,43238.100000000006,60.27,3614207.6,2021-04-01
3/31/2021,0.0,63.54,70.1,18.994,0.8524,"1,533.55","15,008.34",42.89,55757.0,49.57,3417634.9,2021-03-31
3/30/2021,0.0,64.14,70.0,18.804,0.8534,"1,484.38","15,008.61",42.4,144160.0,49.57,3417634.9,2021-03-30
3/29/2021,0.0,64.98,70.5,18.443,0.8499,"1,427.25","14,817.72",42.2,47264.0,49.57,3417634.9,2021-03-29
3/28/2021,0.0,64.57,68.45,18.699,0.8478,"1,458.28","14,748.94",42.09,95544.3,49.57,3417634.9,2021-03-28
3/27/2021,0.0,64.57,68.45,18.699,0.8478,"1,458.28","14,748.94",42.09,95544.3,49.57,3417634.9,2021-03-27
3/26/2021,0.0,64.57,68.45,18.699,0.8478,"1,458.28","14,748.94",42.09,95544.3,49.57,3417634.9,2021-03-26
3/25/2021,0.0,61.95,68.4,18.367,0.85,"1,425.88","14,621.36",40.71,141670.80000000002,49.57,3417634.9,2021-03-25
3/24/2021,0.0,64.41,68.4,18.589,0.8465,"1,435.88","14,610.39",41.96,129236.8,49.57,3417634.9,2021-03-24
3/23/2021,0.0,60.79,68.45,18.39,0.8437,"1,497.87","14,662.02",41.78,132860.4,49.57,3417634.9,2021-03-23
3/22/2021,0.0,64.62,68.5,18.046,0.8377,"1,518.88","14,657.21",43.18,46634.4,49.57,3417634.9,2021-03-22
3/21/2021,0.0,64.53,68.25,17.266,0.84,"1,490.46","14,621.00",42.31,115083.20000000001,49.57,3417634.9,2021-03-21
3/20/2021,0.0,64.53,68.25,17.266,0.84,"1,490.46","14,621.00",42.31,115083.20000000001,49.57,3417634.9,2021-03-20
3/19/2021,0.0,64.53,68.25,17.266,0.84,"1,490.46","14,621.00",42.31,115083.20000000001,49.57,3417634.9,2021-03-19
3/18/2021,0.0,63.28,68.1,17.761,0.8392,"1,475.75","14,775.52",42.74,379958.60000000003,49.57,3417634.9,2021-03-18
3/17/2021,0.0,68.0,67.55,17.972,0.8347,"1,527.92","14,596.61",43.34,232735.80000000002,49.57,3417634.9,2021-03-17
3/16/2021,0.0,68.39,66.35,17.658,0.8401,"1,583.95","14,557.58",41.96,508974.8,49.57,3417634.9,2021-03-16
3/15/2021,0.0,68.88,66.35,17.932,0.8381,"1,609.64","14,461.42",42.73,354659.0,49.57,3417634.9,2021-03-15
3/14/2021,0.0,69.22,66.1,18.448,0.8364,"1,620.06","14,502.39",43.19,130433.79999999999,49.57,3417634.9,2021-03-14
3/13/2021,0.0,69.22,66.1,18.448,0.8364,"1,620.06","14,502.39",43.19,130433.79999999999,49.57,3417634.9,2021-03-13
3/12/2021,0.0,69.22,66.1,18.448,0.8364,"1,620.06","14,502.39",43.19,130433.79999999999,49.57,3417634.9,2021-03-12
3/11/2021,0.0,69.63,65.95,18.127,0.8342,"1,628.16","14,569.39",42.27,396069.9,49.57,3417634.9,2021-03-11
3/10/2021,0.0,67.9,66.05,17.632,0.8383,"1,536.22","14,540.25",41.87,317374.6,49.57,3417634.9,2021-03-10
3/9/2021,0.0,67.52,66.0,16.925,0.8402,"1,531.63","14,437.94",40.98,65977.79999999999,49.57,3417634.9,2021-03-09
3/8/2021,0.0,68.24,65.55,16.151,0.8441,"1,432.40","14,380.91",39.47,123541.09999999999,49.57,3417634.9,2021-03-08
3/7/2021,0.0,69.36,65.1,16.367,0.839,"1,459.23","13,920.69",39.36,66912.0,49.57,3417634.9,2021-03-07
3/6/2021,0.0,69.36,65.1,16.367,0.839,"1,459.23","13,920.69",39.36,66912.0,49.57,3417634.9,2021-03-06
3/5/2021,0.0,69.36,65.1,16.367,0.839,"1,459.23","13,920.69",39.36,66912.0,49.57,3417634.9,2021-03-05
3/4/2021,0.0,66.74,65.15,15.932,0.8354,"1,507.22","14,056.34",38.51,80871.0,49.57,3417634.9,2021-03-04
3/3/2021,0.0,64.07,65.8,15.527,0.8288,"1,564.73","14,080.03",37.82,102870.4,49.57,3417634.9,2021-03-03
3/2/2021,0.0,62.7,66.15,15.869,0.8269,"1,662.67","14,039.80",38.69,128837.7,49.57,3417634.9,2021-03-02
3/1/2021,0.0,63.69,65.5,16.082,0.8298,"1,713.13","14,012.82",37.45,99991.50000000001,49.57,3417634.9,2021-03-01
2/28/2021,0.0,66.13,65.9,15.694,0.828,"1,648.40","13,786.29",37.6,166568.0,49.57,3417634.9,2021-02-28
2/27/2021,0.0,66.13,65.9,15.694,0.828,"1,648.40","13,786.29",37.6,166568.0,49.57,3417634.9,2021-02-27
2/26/2021,0.0,66.13,65.9,15.694,0.828,"1,648.40","13,786.29",37.6,166568.0,49.57,3417634.9,2021-02-26
2/25/2021,0.0,66.88,65.8,15.935,0.8211,"1,644.59","13,879.33",38.57,42427.0,49.57,3417634.9,2021-02-25
2/24/2021,0.0,67.04,65.75,16.381,0.822,"1,701.08","13,976.00",39.45,13807.500000000002,49.57,3417634.9,2021-02-24
2/23/2021,0.0,65.37,65.85,16.248,0.823,"1,681.10","13,864.81",38.97,89241.3,49.57,3417634.9,2021-02-23
2/22/2021,0.0,65.24,66.0,15.96,0.8225,"1,712.09","13,950.04",38.26,39407.799999999996,49.57,3417634.9,2021-02-22
2/21/2021,0.0,62.91,66.0,16.554,0.825,"1,819.98","13,993.23",37.7,146653.0,49.57,3417634.9,2021-02-21
2/20/2021,0.0,62.91,66.0,16.554,0.825,"1,819.98","13,993.23",37.7,146653.0,49.57,3417634.9,2021-02-20
2/19/2021,0.0,62.91,66.0,16.554,0.825,"1,819.98","13,993.23",37.7,146653.0,49.57,3417634.9,2021-02-19
2/18/2021,0.0,63.93,65.35,17.329,0.827,"1,787.02","13,886.93",38.61,88803.0,49.57,3417634.9,2021-02-18
2/17/2021,0.0,64.34,65.35,16.54,0.8306,"1,883.06","13,909.27",38.4,153216.0,49.57,3417634.9,2021-02-17
2/16/2021,0.0,63.35,65.55,16.715,0.8258,"1,918.15","14,064.60",39.13,224997.50000000003,49.57,3417634.9,2021-02-16
2/15/2021,0.0,63.3,67.0,16.54,0.8243,"1,947.72","14,109.48",39.81,149685.6,49.57,3417634.9,2021-02-15
2/14/2021,0.0,62.43,67.0,17.618,0.8249,"1,938.84","14,049.89",40.28,306933.60000000003,49.57,3417634.9,2021-02-14
2/13/2021,0.0,62.43,67.0,17.618,0.8249,"1,938.84","14,049.89",40.28,306933.60000000003,49.57,3417634.9,2021-02-13
2/12/2021,0.0,62.43,67.0,17.618,0.8249,"1,938.84","14,049.89",40.28,306933.60000000003,49.57,3417634.9,2021-02-12
2/11/2021,0.0,61.14,67.15,17.373,0.8243,"1,980.07","14,040.91",39.0,496080.0,49.57,3417634.9,2021-02-11
2/10/2021,0.0,61.47,68.05,18.558,0.8251,"1,972.93","13,932.97",39.56,127778.8,49.57,3417634.9,2021-02-10
2/9/2021,0.0,61.09,68.55,19.045,0.825,"1,995.09","14,011.80",38.49,78904.5,49.57,3417634.9,2021-02-09
2/8/2021,0.0,60.56,68.3,20.179,0.8299,"2,010.16","14,059.91",38.84,81564.0,49.57,3417634.9,2021-02-08
2/7/2021,0.0,59.34,66.5,18.38,0.8302,"1,984.14","14,056.72",38.43,41504.4,49.57,3417634.9,2021-02-07
2/6/2021,0.0,59.34,66.5,18.38,0.8302,"1,984.14","14,056.72",38.43,41504.4,49.57,3417634.9,2021-02-06
2/5/2021,0.0,59.34,66.5,18.38,0.8302,"1,984.14","14,056.72",38.43,41504.4,49.57,3417634.9,2021-02-05
2/4/2021,0.0,58.84,64.9,18.12,0.8359,"1,969.89","14,060.29",37.49,51736.200000000004,49.57,3417634.9,2021-02-04
2/3/2021,0.0,58.46,63.7,17.854,0.831,"1,994.52","13,933.63",37.65,97513.5,49.57,3417634.9,2021-02-03
2/2/2021,0.0,57.46,65.55,18.251,0.8302,"1,961.06","13,835.16",35.19,36597.6,49.57,3417634.9,2021-02-02
2/1/2021,0.0,56.35,65.2,18.139,0.8291,"1,938.84","13,622.02",33.08,20509.6,49.57,3417634.9,2021-02-01
1/31/2021,0.0,55.88,67.8,19.819,0.8239,"1,903.24","13,432.87",33.18,45788.4,49.57,3417634.9,2021-01-31
1/30/2021,0.0,55.88,67.8,19.819,0.8239,"1,903.24","13,432.87",33.18,45788.4,49.57,3417634.9,2021-01-30
1/29/2021,0.0,55.88,67.8,19.819,0.8239,"1,903.24","13,432.87",33.18,45788.4,49.57,3417634.9,2021-01-29
1/28/2021,0.0,55.53,67.75,20.908,0.8247,"1,952.31","13,665.93",34.17,36220.200000000004,49.57,3417634.9,2021-01-28
1/27/2021,0.0,55.81,67.65,19.701,0.8256,"1,940.97","13,620.46",33.51,20441.1,49.57,3417634.9,2021-01-27
1/26/2021,0.0,55.91,67.6,19.509,0.8222,"2,047.86","13,870.99",33.56,42621.200000000004,49.57,3417634.9,2021-01-26
1/25/2021,0.0,55.88,67.4,20.162,0.8237,"2,065.98","13,643.95",33.39,57430.8,49.57,3417634.9,2021-01-25
1/24/2021,0.0,55.41,67.55,21.483,0.8218,"2,096.08","13,873.97",34.45,47885.50000000001,49.57,3417634.9,2021-01-24
1/23/2021,0.0,55.41,67.55,21.483,0.8218,"2,096.08","13,873.97",34.45,47885.50000000001,49.57,3417634.9,2021-01-23
1/22/2021,0.0,55.41,67.55,21.483,0.8218,"2,096.08","13,873.97",34.45,47885.50000000001,49.57,3417634.9,2021-01-22
1/21/2021,0.0,56.1,67.55,20.063,0.822,"2,069.50","13,906.67",34.32,28485.6,49.57,3417634.9,2021-01-21
1/20/2021,0.0,56.08,67.5,20.26,0.8259,"1,989.51","13,921.37",33.12,23184.0,49.57,3417634.9,2021-01-20
1/19/2021,0.0,55.9,67.55,20.327,0.8244,"2,003.68","13,815.06",33.3,37962.0,49.57,3417634.9,2021-01-19
1/18/2021,0.0,54.75,68.4,19.026,0.8278,"1,937.80","13,848.35",31.84,38526.4,49.57,3417634.9,2021-01-18
1/17/2021,0.0,55.1,68.4,20.2,0.8277,"1,945.60","13,787.73",31.96,55930.0,49.57,3417634.9,2021-01-17
1/16/2021,0.0,55.1,68.4,20.2,0.8277,"1,945.60","13,787.73",31.96,55930.0,49.57,3417634.9,2021-01-16
1/15/2021,0.0,55.1,68.4,20.2,0.8277,"1,945.60","13,787.73",31.96,55930.0,49.57,3417634.9,2021-01-15
1/14/2021,0.0,56.42,69.75,21.333,0.8224,"2,050.51","13,988.70",33.76,54691.2,49.57,3417634.9,2021-01-14
1/13/2021,0.0,56.06,70.25,21.5,0.8225,"2,066.96","13,939.71",33.88,67421.20000000001,49.57,3417634.9,2021-01-13
1/12/2021,0.0,56.58,70.75,26.155,0.8191,"2,057.05","13,925.06",34.88,45692.8,49.57,3417634.9,2021-01-12
1/11/2021,0.0,55.66,68.45,22.124,0.8228,"2,034.27","13,936.66",34.76,38236.0,49.57,3417634.9,2021-01-11
1/10/2021,0.0,55.99,68.5,20.118,0.8183,"2,113.52","14,049.53",35.14,56224.0,49.57,3417634.9,2021-01-10
1/9/2021,0.0,55.99,68.5,20.118,0.8183,"2,113.52","14,049.53",35.14,56224.0,49.57,3417634.9,2021-01-09
1/8/2021,0.0,55.99,68.5,20.118,0.8183,"2,113.52","14,049.53",35.14,56224.0,49.57,3417634.9,2021-01-08
1/7/2021,0.0,54.38,66.6,19.303,0.8147,"2,091.74","13,968.24",34.97,40914.9,49.57,3417634.9,2021-01-07
1/6/2021,0.0,54.3,64.4,17.564,0.8111,"1,957.09","13,891.97",33.83,14546.9,49.57,3417634.9,2021-01-06
1/5/2021,0.0,53.6,65.0,18.007,0.813,"1,857.20","13,651.22",33.15,42432.0,49.57,3417634.9,2021-01-05
1/4/2021,0.0,51.09,69.35,19.844,0.8162,"1,820.22","13,726.74",33.89,42362.5,49.57,3417634.9,2021-01-04
1/3/2021,0.0,51.8,66.22,19.123,0.8213,"1,790.76","13,718.78",32.94,4941.0,49.57,3417634.9,2021-01-03
1/2/2021,0.0,51.8,66.22,19.123,0.8213,"1,790.76","13,718.78",32.94,4941.0,49.57,3417634.9,2021-01-02
1/1/2021,0.0,51.8,66.22,19.123,0.8213,"1,790.76","13,718.78",32.94,4941.0,49.57,3417634.9,2021-01-01
12/31/2020,0.0,51.8,66.22,19.123,0.8185,"1,790.76","13,718.78",32.94,4941.0,38.77,3610544.5,2020-12-31
12/30/2020,0.0,51.34,66.22,19.001,0.8131,"1,797.23","13,718.78",32.42,41497.600000000006,38.77,3610544.5,2020-12-30
12/29/2020,0.0,51.09,66.22,18.774,0.8163,"1,762.35","13,761.38",33.25,11970.0,38.77,3610544.5,2020-12-29
12/28/2020,0.0,50.86,66.22,19.152,0.8184,"1,769.53","13,790.29",33.66,4375.799999999999,38.77,3610544.5,2020-12-28
12/27/2020,0.0,51.29,66.2,17.649,0.8191,"1,761.47","13,587.23",32.41,13612.199999999999,38.77,3610544.5,2020-12-27
12/26/2020,0.0,51.29,66.2,17.649,0.8191,"1,761.47","13,587.23",32.41,13612.199999999999,38.77,3610544.5,2020-12-26
12/25/2020,0.0,51.29,66.2,17.649,0.8191,"1,761.47","13,587.23",32.41,13612.199999999999,38.77,3610544.5,2020-12-25
12/24/2020,0.0,51.29,66.2,17.649,0.8205,"1,761.47","13,587.23",32.41,13612.199999999999,38.77,3610544.5,2020-12-24
12/23/2020,0.0,51.2,66.1,17.507,0.8204,"1,764.04","13,587.23",32.15,13824.5,38.77,3610544.5,2020-12-23
12/22/2020,0.0,50.08,66.15,17.636,0.822,"1,732.46","13,418.11",31.39,21659.100000000002,38.77,3610544.5,2020-12-22
12/21/2020,0.0,50.91,66.2,16.795,0.8167,"1,671.77","13,246.30",31.14,26157.600000000002,38.77,3610544.5,2020-12-21
12/20/2020,0.0,52.26,66.0,15.886,0.8157,"1,648.73","13,630.51",31.36,48608.0,38.77,3610544.5,2020-12-20
12/19/2020,0.0,52.26,66.0,15.886,0.8157,"1,648.73","13,630.51",31.36,48608.0,38.77,3610544.5,2020-12-19
12/18/2020,0.0,52.26,66.0,15.886,0.8157,"1,648.73","13,630.51",31.36,48608.0,38.77,3610544.5,2020-12-18
12/17/2020,0.0,51.5,65.75,15.941,0.815,"1,622.40","13,667.25",32.21,41550.9,38.77,3610544.5,2020-12-17
12/16/2020,0.0,51.08,65.75,16.381,0.8196,"1,594.95","13,565.98",32.03,73669.0,38.77,3610544.5,2020-12-16
12/15/2020,0.0,50.76,66.1,17.225,0.8227,"1,586.83","13,362.87",32.43,100533.0,38.77,3610544.5,2020-12-15
12/14/2020,0.0,50.29,65.45,16.607,0.8233,"1,523.76","13,223.16",31.27,119451.4,38.77,3610544.5,2020-12-14
12/13/2020,0.0,49.97,65.15,15.959,0.8254,"1,503.85","13,114.30",30.98,149013.8,38.77,3610544.5,2020-12-13
12/12/2020,0.0,49.97,65.15,15.959,0.8254,"1,503.85","13,114.30",30.98,149013.8,38.77,3610544.5,2020-12-12
12/11/2020,0.0,49.97,65.15,15.959,0.8254,"1,503.85","13,114.30",30.98,149013.8,38.77,3610544.5,2020-12-11
12/10/2020,0.0,50.25,64.0,15.539,0.8237,"1,491.62","13,295.73",31.36,247116.8,38.77,3610544.5,2020-12-10
12/9/2020,0.0,48.86,63.2,14.733,0.8276,"1,481.39","13,340.26",30.16,217453.6,38.77,3610544.5,2020-12-09
12/8/2020,0.0,48.84,62.95,14.447,0.8261,"1,505.62","13,278.49",30.02,123082.0,38.77,3610544.5,2020-12-08
12/7/2020,0.0,48.79,62.9,14.357,0.8257,"1,473.05","13,271.00",30.07,79685.5,38.77,3610544.5,2020-12-07
12/6/2020,0.0,49.25,63.1,14.643,0.8248,"1,464.72","13,298.96",30.57,80093.4,38.77,3610544.5,2020-12-06
12/5/2020,0.0,49.25,63.1,14.643,0.8248,"1,464.72","13,298.96",30.57,80093.4,38.77,3610544.5,2020-12-05
12/4/2020,0.0,49.25,63.1,14.643,0.8248,"1,464.72","13,298.96",30.57,80093.4,38.77,3610544.5,2020-12-04
12/3/2020,0.0,48.71,61.8,14.143,0.8234,"1,463.16","13,252.86",29.46,32995.200000000004,38.77,3610544.5,2020-12-03
12/2/2020,0.0,48.25,62.0,14.905,0.8253,"1,468.41","13,313.24",30.01,71123.7,38.77,3610544.5,2020-12-02
12/1/2020,0.0,47.42,61.35,14.912,0.8284,"1,482.90","13,382.30",29.33,82710.59999999999,38.77,3610544.5,2020-12-01
11/30/2020,0.0,47.59,61.0,15.138,0.8381,"1,500.60","13,291.16",29.6,42032.0,38.77,3610544.5,2020-11-30
11/29/2020,0.0,48.18,53.8,14.485,0.8358,"1,498.84","13,335.68",28.59,109785.6,38.77,3610544.5,2020-11-29
11/28/2020,0.0,48.18,53.8,14.485,0.8358,"1,498.84","13,335.68",28.59,109785.6,38.77,3610544.5,2020-11-28
11/27/2020,0.0,48.18,53.8,14.485,0.8358,"1,498.84","13,335.68",28.59,109785.6,38.77,3610544.5,2020-11-27
11/26/2020,0.0,47.8,53.6,13.914,0.8392,"1,467.14","13,286.57",28.54,218045.6,38.77,3610544.5,2020-11-26
11/25/2020,0.0,48.61,53.6,13.932,0.8392,"1,472.35","13,289.80",28.04,193756.4,38.77,3610544.5,2020-11-25
11/24/2020,0.0,47.86,53.25,13.902,0.8408,"1,445.25","13,292.44",28.04,114122.8,38.77,3610544.5,2020-11-24
11/23/2020,0.0,46.06,53.2,13.537,0.8445,"1,430.27","13,126.97",27.67,44825.4,38.77,3610544.5,2020-11-23
11/22/2020,0.0,44.96,52.9,12.894,0.8434,"1,404.19","13,137.25",27.15,122989.5,38.77,3610544.5,2020-11-22
11/21/2020,0.0,44.96,52.9,12.894,0.8434,"1,404.19","13,137.25",27.15,122989.5,38.77,3610544.5,2020-11-21
11/20/2020,0.0,44.96,52.9,12.894,0.8434,"1,404.19","13,137.25",27.15,122989.5,38.77,3610544.5,2020-11-20
11/19/2020,0.0,44.2,52.85,13.022,0.842,"1,384.13","13,086.16",26.75,16852.5,38.77,3610544.5,2020-11-19
11/18/2020,0.0,44.34,52.9,13.682,0.8435,"1,374.89","13,201.89",27.59,17105.8,38.77,3610544.5,2020-11-18
11/17/2020,0.0,43.75,52.85,13.968,0.8428,"1,387.97","13,133.47",27.04,79768.0,38.77,3610544.5,2020-11-17
11/16/2020,0.0,43.82,53.0,14.494,0.8435,"1,387.96","13,138.61",27.79,69475.0,38.77,3610544.5,2020-11-16
11/15/2020,0.0,42.78,52.8,14.239,0.8449,"1,379.72","13,076.72",26.68,51759.2,38.77,3610544.5,2020-11-15
11/14/2020,0.0,42.78,52.8,14.239,0.8449,"1,379.72","13,076.72",26.68,51759.2,38.77,3610544.5,2020-11-14
11/13/2020,0.0,42.78,52.8,14.239,0.8449,"1,379.72","13,076.72",26.68,51759.2,38.77,3610544.5,2020-11-13
11/12/2020,0.0,43.53,52.5,14.001,0.8469,"1,386.16","13,052.95",26.32,27899.2,38.77,3610544.5,2020-11-12
11/11/2020,0.0,43.8,51.45,14.096,0.849,"1,387.52","13,216.18",26.52,42166.8,38.77,3610544.5,2020-11-11
11/10/2020,0.0,43.61,51.35,14.035,0.8462,"1,346.23","13,163.11",26.64,33033.6,38.77,3610544.5,2020-11-10
11/9/2020,0.0,42.4,51.05,13.854,0.8464,"1,362.70","13,095.97",26.97,16182.0,38.77,3610544.5,2020-11-09
11/8/2020,0.0,39.45,50.9,13.902,0.842,"1,361.79","12,480.02",25.85,33088.0,38.77,3610544.5,2020-11-08
11/7/2020,0.0,39.45,50.9,13.902,0.842,"1,361.79","12,480.02",25.85,33088.0,38.77,3610544.5,2020-11-07
11/6/2020,0.0,39.45,50.9,13.902,0.842,"1,361.79","12,480.02",25.85,33088.0,38.77,3610544.5,2020-11-06
11/5/2020,0.0,40.93,51.45,14.456,0.8454,"1,349.40","12,568.09",26.43,15858.0,38.77,3610544.5,2020-11-05
11/4/2020,0.0,41.23,50.85,13.883,0.8527,"1,266.38","12,324.22",25.57,46281.7,38.77,3610544.5,2020-11-04
11/3/2020,0.0,39.71,51.1,13.665,0.8534,"1,283.37","12,088.98",24.86,46985.4,38.77,3610544.5,2020-11-03
11/2/2020,0.0,38.97,50.7,13.656,0.8589,"1,265.49","11,788.28",24.15,22942.5,38.77,3610544.5,2020-11-02
11/1/2020,0.0,37.46,56.35,14.061,0.8583,"1,244.82","11,556.48",24.19,59507.4,38.77,3610544.5,2020-11-01
10/31/2020,0.0,37.46,56.35,14.061,0.8583,"1,244.82","11,556.48",24.19,59507.4,38.77,3610544.5,2020-10-31
10/30/2020,0.0,37.46,56.35,14.061,0.8583,"1,244.82","11,556.48",24.19,59507.4,38.77,3610544.5,2020-10-30
10/29/2020,0.0,37.65,56.15,14.216,0.8565,"1,254.57","11,598.07",24.15,40089.0,38.77,3610544.5,2020-10-29
10/28/2020,0.0,39.12,56.3,14.487,0.8514,"1,246.39","11,560.51",23.52,41395.2,38.77,3610544.5,2020-10-28
10/27/2020,0.0,41.2,56.5,14.743,0.8477,"1,256.42","12,063.57",24.55,27250.5,38.77,3610544.5,2020-10-27
10/26/2020,0.0,40.46,56.6,14.866,0.8467,"1,266.41","12,177.18",24.35,9983.5,38.77,3610544.5,2020-10-26
10/25/2020,0.0,41.77,56.8,15.41,0.843,"1,286.09","12,645.75",25.98,28578.0,38.77,3610544.5,2020-10-25
10/24/2020,0.0,41.77,56.8,15.41,0.843,"1,286.09","12,645.75",25.98,28578.0,38.77,3610544.5,2020-10-24
10/23/2020,0.0,41.77,56.8,15.41,0.843,"1,286.09","12,645.75",25.98,28578.0,38.77,3610544.5,2020-10-23
10/22/2020,0.0,42.46,56.85,15.257,0.846,"1,285.71","12,543.06",24.68,74533.6,38.77,3610544.5,2020-10-22
